id,comment,true_label,prob_negative
1048,no taaaaan,1,1.0
8787,por favor arregluen ya la barrera de entrada es una vergüenza que lleve mas de un mes estropeada que a mi eso personalmente me da igual pero se dedican a aparcar en nuestro parking los de la ciudad de ls raqueta maroto y el de la moto lo cual hace que ya no se pueda aparcar ni por la mañana estamos pagando el go fit más caro de todo madrid y lo mínimo a exigir es que el parking sea exclusivo si los pijos inutiles de las raquetas quieren aparcar que lo hagan en su super club nunca arreglais nada bien ni a tiempo y creais molestias innecesarias por favor lo arreglen ya,1,0.9882278647150834
12255,no e estado nunca hay,1,0.9795918918293325
9698,todo genial menos que en las clases no se respeta el aforo y siempre hay personas que no se molestan en reservar porque saben que van a entrar igual,1,0.9720929440801628
8488,es hermosoooo de todos los que visitado me parece que es el más bello pero quiero ir en verano porque me intriga el tema de la ventilación el calor y los olores porque no tiene ventanas,1,0.9684299404171591
1953,hay mucha gente en el gimnasio que no utiliza toalla y no descarga las máquinas menos mal que los monitores en especial irene están pendientes de que esto no suceda,1,0.9684299404171591
11226,un gimnasio muy completo el personal es simpatico los usuarios tranquilos y respetuosos y en años no ha habido problemas serios de limpieza o seguridad sin embargo recientemente he sido cliente casi 6 años me refiero a los últimos 2 ha ido a peor no responden sugerencias y pasan toda responsabilidad a la central las plataformas olimpicas están en un sitio que impide hacer jerks o snatches en la zona de power es imposible hacer press militar con barra si mides más de 1 70 y en las demás zonas hay demasiada congestión han ocupado el espacio exterior con máquinas que al mes se han oxidado y los monitores explican que como no es su decisión aunque saben que es un riesgo están a la espera de que pase algo para invertir en mantenimiento el volumen de la música es tan alto que produce migrañas las bancas no tienen seguro alguno no hay monitores supervisandolas y si fallas nadie oirá tus estertores de muerte por el tecno,1,0.9684299404171591
8734,cambio mi reseña por que ya han subido la temperatura del spa un grado más de pasar frio en verano a estar a gusto me alegro que hayan subido la temperatura de spa ahora en verano esta ideal por lo que cambio mi reseña y pongo 5 estrellas ‐ ‐ voy poner mala reseña porque es la única forma que hagan caso al gimnasio voy que es estupendo y el spa tambien lo era de hecho volvi a este gym por el spa pero el agua del spa que antes era maravilloso esta helada pase frío y estamos en verano ya había leído reseñas al respecto como no hacen nada al respecto pues dejo mi reseña hasta que solucionen la temperatura del spa porque no soy la única además de que antes estaba lleno y ahora casi casi vacio en hora punta me imagino que lo harán por eso para que no se masifique porque es bien desagradable tiritar en un spa en verano,1,0.9667911273547792
11790,muy buen gimnasio con continuas mejoras la gente se queja del aforo en ciertas horas del día pero es lo normal en cualquier lugar que vayas a esas horas osea que tampoco se entiende muy bien la queja lo que si que deberían tener en cuenta son los horarios si se abre hasta las 23 h no puede ser que a las 22 15 22 30 ya apaguen las televisiones apaguen generadores de aire te mueres del calor y casi te estén quitando las pesas para que te vayas hay gente que solo podemos entrenar a primera o última hora y nos gustaría poder hacerlo con total normalidad gracias,1,0.960180016243668
8755,pongo la reseña no por la calidad de las instalaciones que es muy buena sino por la calidad de la franquicia en el trato a sus clientes y cuento por qué me apunté de enero a abril de este año y por motivos de trabajo tuve que mudarme de madrid así que envié un mail para darme de baja a un mail equivocado como vi que me seguían pasando recibos tras dos meses me puse en contacto con ellos y me dijeron que me había equivocado en la dirección de mail facilitándome así el correcto yo ya di por perdido los dos pagos de más y contaba con un tercero por haberme dado de baja bien 3 meses más tarde pues hoy me han llamado que aunque me equivoqué en el mail claramente quise hacer efectiva la baja antes y me devuelven los meses que no he estado dice mucho de una gran franquicia cómo trata a cada individuo y pudiendo perfectamente haberme cobrado esos meses porque fue una equivocación mía han preferido el buen trato a sus clientes que el dinero,1,0.960180016243668
322,no está mal es un un poco pequeño y últimamente han dado muchas altas y hay horas que parece el corte inglés en rebajas tienes que estar esperando mucho tiempo para poder coger alguna máquina los operarios del gymn son todos muy amables y simpáticos pero los jefes solo quieren pasta pues nada más de lo mismo mucha gente y poco espacio,1,0.9583780856106175
13476,finalmente desde vivagym se pusieron en contacto conmigo y me han dejado entregar el informe médico vía online y congelar la cuota es una pena que únicamente dejen congelar la cuota tres meses como máximo ya que mi lesión probablemente con dos operaciones en el tobillo rotura de peroné tibia tocada ligamentos no me permita ir todavía en febrero que es hasta el máximo que me pueden congelar la cuota supongo que me tocará darme de baja para el mes de febrero y ya cuando pueda reincorporarme volver a entrenar que es lo que realmente tengo ganas agradezco que se hayan puesto en contacto conmigo hayan comprendido la situación y finalmente me hayan dado facilidades para entregar el papeleo digitalmente única pega que me hubiera gustado poder seguir vinculado sin tener que darme de baja muy posiblemente en febrero pero como digo agradezco que al menos hayan gestionado el asunto,1,0.9227628045256278
9546,mi mujer e hijo solo solemos ir por la tarde y por ello solo puedo dar referencias del equipo de tarde nos han cambiado la vida para muy bien no solo son unos grandes profesionales sino que personalmente dan el 200 estas nuevas generaciones de chavales sí que pueden cambiar el mundo y para bien enhorabuena y no dejéis que algún pequeño chubasco os fastidie un hermoso dia y por favor para el resto de usuarios si es posible y en la medida en lo que cada uno pueda no les dejemos la planta hecha un desastre a las 11 00 de la noche no se cómo pueden dar más de dos clases por día y aguantar hasta esa hora y ademas con una sonrisa siempre,1,0.9115116774056229
9508,gastamos 30 euros todos los meses en cosas mucho más dañinas la cuota es más que baja y las instalaciones modernas y cuidadas y sobre todo abundantes en la sala de cardio el sistema de reserva de clases garantiza que no haya aglomeraciones pierde una estrella porque creo que con las pautas que dan en las fichas no es suficiente para entrenar correctamente y porque le falta algún servicio complementario tipo sauna o similar,1,0.9115116774056229
6047,por 25€ al mes tienes de todo para hacer ejercicio se peta de gente pero vamos que si vas a entrenar se hace el entrenamiento,1,0.9093907866314979
13590,el gimnasio genial buenas instalaciones máquinas espacios seguridad con do tema covid lo que no me explico es como llevan casi un mes sin abrir tanto se tarda en arreglar una puerta? porque nieve lleva sin haber 2 semanas ya y ahí no veo ni movimiento ni actividad para solucionar el problema salvo por esta circunstancia puntual el gimnasio muy recomendable,1,0.8977026145884871
735,nunca en mi vida había ido a un gimnasio porque no he sentido la necesidad y la verdad es que no me sentía muy cómodo entre tanta máquina y la gente experta en gimnasios pero un amigo me recomendó hacer ejercicios de fuerza así que entré a este cerca de mi casa y la verdad es que fui con cero expectativas de seguir nada más entrar me dije que iba a durar 3 minutos en un gimnasio pero tuve la desgracia de toparme con un tipo que se llama juan que parece salido de una película de navidad qué persona más atenta cariñoso paciente yo que estaba deseando seguir con mi planteamiento de cero gimnasio en mi vida es que le he cogido el gusto a ir por allí a que me ayude con las máquinas y ejercicios por supuesto que voy siempre con él de entrenador personal y para vergüenza de mis planteamientos anteriores me saco bonos incluso vamos que el tipo me ha enganchado y voy todas las semanas pero lo peor no es eso es que además me siento mucho mejor y ahora parece que floto por la calle quién me ha visto y quién me ve menos mal que juan está en un gimnasio y no en una inmobiliaria que si no le compro un piso qué bárbaro muy agradecido de verdad al gimnasio porque personas como yo que nunca los hemos pisado es justo lo que necesitamos muchas gracias,1,0.8865812628219739
1870,todas las personas del staff son muy majas y están ahí siempre para ayudarte en lo que les pidas además si ven a gente sin toalla o que no recoge pesos se lo dicen,1,0.87455975744563
7785,si te puedes permitir el no ir a una hora punta a partir de las 18 00 hasta las 22 30 mas o menos es el mejor calidad precio tienes que buscarte una rutina y otros consejos por tu cuenta a no ser que lo que más te interese sean las clases,1,0.8715812628219741
8848,hola q tal yo no conozco a nadie ni escribo por peloteo solo q la gente q se quiera apuntar este informada muchos tienen miedo ahora con la pandemia contagiarse del covid por eso no se apuntan y lo hacen en casa pues nada de eso gofit ha tomado unas medidas excelentes q hace q sea difícil contagiarse en la sala pesas las máquinas de correr y todo lo relacionado con cardio está separado por cabinas con cristaleras y hace q no esté pegado al de al lado y se cojes un cono para q luego venga el de la limpieza a desinfectarlo las máquinas de pesas igual y te va diciendo en una pantalla si lo haces bien o mal para no lesionarte y las repeticiones q haces las clases van por cuadrados y mascarillas el monitor de sala siempre está para q le preguntes lo q quieras muy amables te regalan una medición corporal con una máquina y un nutricionista cuando te apuntas valorado todo en 100€ el ambiente muy sano y el precio merece la pena recomendable 100 aquí os dejo unas fotos de con desinfectan can rato y como está el gim,1,0.8675387096304845
10374,gran gimnasio sólo podrían hacer más fácil la compra de los pases de 5 15 entradas si no tienes una cuenta bancaria española es imposible,1,0.8672264241122966
833,el trato no es muy bueno me apunto y me dicen que vaya alos vestuarios ?? perdón??? si me apunto es por que no conozco nada ni tan siquiera me enseñaron las instalaciones menos mal que un entrenador estaba allí me lo enseño pero vamos mucho cr7 muy normalito,1,0.8421115108130419
12498,¿qué no conocéis el gimnasio dreamfit de ventas? no sabéis lo que os perdéis gimnasio con múltiples actividades en las que podéis desestresaros al unísono con bien de compañeros que vibran al unísono coreografías chachis en las clases de esas que no te las quitas de la cabeza y cuando la oyes en las discos te acuerdas de tu monitor unos cuerpos marchosos que alegran el sentido y por si esto fuera poco en todo el recinto puedes degustar y comprar en el pequeño comercio sin duda son 5 porque no podemos ponerle 6,1,0.83673369708902
451,el trato por parte de los empleados de este basic es bueno no es de los más grandes de la cadena pero te apañas si vas a horas clave que haya menos gente,1,0.8343702324835283
8737,desde hace unos días la temperatura del jacuzzy está como debe de estar estamos encantados mis hijas y yo por fin la temperatura es la propia de un spa es decir que cuando entras no sientas frío antes era así estaba fría y estuvimos pensando en cambiarnos por ese motivo ahora desde hace unos días está perfecta por favor no la bajéis ya que resulta poco cómodo meterse en un spa frío doy 5 estrellas por cómo está durante los últimos días todas las instalaciones molan mucho y el trato es estupendo y cercano!! abrazos grandes cuidaos mucho!!,1,0.8197238078426187
158,me agradan mucho las instalaciones quisiera que mejoren el tema del aforo ya que por las tardes noches esta colapsado y quisiera que traigan mas maquinas y que mejoren el aire acondicionado ahora que viene el verano,1,0.8181284327394633
7520,después de casi un año en el gimnasio publico mi opinión sobre él elegí este gimnasio por su relacion calidad precio y su amplio horario ya que buscana gimnasio para primera hora del dia la gente se queja de la aglomeración de gente pero es la habitual en todos los gimnasios en hora punta a partir de las 18h para mí lo más destacable para mal es el olor de los baños al menos de hombre y las duchas además del olor de nuevo tienes que elegir entre bañarte con agua fría o dar al pulsador cada 2 segundos dicho esto las instalaciones están en buen estado y las máquinas se arreglan rápido en caso de avería las clases están muy bien con monitores muy implicados y amables si no hay más variedad y frecuencia es porque simplemente no hah más espacio ni salas para ello,1,0.8109833906111967
8835,mi experiencia se basa únicamente en la sala de fitness y no tengo queja todas las máquinas que uno pueda pensar están y siempre en buenas condiciones los espacios son amplios y si evitas las horas punta es un lujazo entrenar con moto se aparca comodísimo en la misma puerta y la llave automática es cómoda y no suele fallar eso sí a mejorar la temperatura y humedad de los vestuarios en momentos de mucho tránsito es imposible respirar del calor y la humedad que se acumulan,1,0.8109833906111967
9181,es imposible contactar con ellos por teléfono,1,0.8105607086740045
13687,llevo 5 años en el gym y cada vez está peor monitores con poca experiencia y sin nadie q los enseñe ir alguna clase es perder el tiempo,1,0.8105607086740045
12216,tenéis a unos excelentes instructores cuidadlos para que no se vayan por favor,1,0.7887005099344281
8266,en un gimnasio típico se podría hacer una sesión completa de entrenamiento usando solo las máquinas hay instructores pero su función es más supervisar la entrada y mantener el orden que asesorar o asegurarse de que los clientes se ejerciten correctamente sin duda son personal especializado con una formación exhaustiva para convertirse en entrenadores o preparadores personales sin embargo creo que un negocio como este también debería supervisar y asesorar a sus clientes especialmente a los menos experimentados quienes en el peor de los casos corren el riesgo de dañarse la espalda al entrenar los brazos o simplemente no ser apasionados por el deporte en definitiva la retención de clientes cuesta una quinta parte de una campaña de marketing agresiva para atraer nuevos un abrazo un poco de atención o una sonrisa a un cliente funcionan mejor y le cuestan al negocio cinco veces menos,1,0.7865776306004258
11868,mi parte favorita de ir al gimnasio siempre era cuando acababa y volvía a casa hasta que me apunté a dreamfit valdebernardo ahora este sitio se ha convertido en algo parecido a mi lugar seguro si antes sufría porque me tocaba cardio odiaba el cardio ahora me motiva más ir a ciclo que salir a perrear un sábado cualquiera si antes se me caían las lagrimillas de pensar en los 5 minutos del track de pierna de bodypump ahora incluso llego un poco bastante antes para coger un buen sitio en la cola y hacerme con las anillas de bloqueo que a mí me gustan mi fisio y mi terapeuta me llaman a menudo dicen que me echan de menos que ya no les visito tanto que si les he cambiado por otro lo que no saben es que ir a pilates y bodybalance ya me ha equilibrado todos los chacras culpo al equipazo que hay detrás de este gimnasio de que mi parte favorita de hacer ejercicio ya no sea acabar para irme a casa sino ver qué nuevo límite puedo superar gracias a sus clases,1,0.7849002784308541
12592,es de los pocos gimnasios en los que puedes hacer 50 zancadas sin tener que dar vueltitas …,1,0.7849002784308541
9737,el único problema que tiene es que no se puede aparcar en la calle está abarrotado tendrías que ir como cuatro o cinco calles más atrás o vas a primera hora de la mañana a las 6 30 a 7 para poder aparcar,1,0.7832278731185077
10526,estoy súper contenta con la pisisna llevo mi hija ya 2 años y la encanta pero no pongo 5 estrellas por las escaleras que hay que subir y bajar cada vez padezco artrosis en las rodillas y la falta de un ascensor para mi es un sufrimiento parece mentira la falta de esta comodidad cuando la piscina está en la planta 2 ya han puesto ascensor pero no se coge para bajar solo para subir,1,0.7772704263099971
241,los empleados espectacuñares pero la gente se sienta en las maquinas y solo se tira escribienfo con el movil mas maquinas por favor,1,0.7715979295757275
12171,no estaría de más poner un medidor de temperatura para evitar contagios como es esta haciendo en muchos sitios,1,0.756828276158499
11315,las clases de cristina p g son espectaculares por su profesionalidad y buen rollo sobretodo y lo mejor es cuando llegan las especiales y nos pone un tutú sube a todo el que quiera participar a la tarima que claro nos reímos todos y ella más porque no damos una por lo menos yo o cuando se baja con nosotras a terminar los track recorriendo toda la sala o en su cumpleaños siempre hay sorpresas ¡! es total¡! y el pobre pachi lo que nos aguanta en sus clases de spinning con nuestros gritos inclusive cuando aparecemos con gorros de colores con purpurina y se lo hacemos poner o cuando nos ve hacer alguna ¡¡ bendita paciencia !! y por último al pobre dani de boxeo que nos conoce poco pero ahora cada vez que haga lumbares se acordará de zipi zape !!! ya la estais liando nos dice !todos los días una aventura !! enhorabuena chicos por ser tan buenos en vuestras profesiones y tan especiales personas podría poner una infinidad de fotos con ella y los otros monitores pero os vais a quedar con las ganas porque salen muchos compañeros de risas yyy porque para eso tendréis que venir a probar las clases a dreamfit moratalaz !!! ¡¡¡ hay lo dejo !!!,1,0.754112531573155
9567,esta bien por el precio que tiene pero esta muy lleno siempre pocas duchas para la gente que somos hay q hacer cola para coger una es el precio q hay q pagar por un gimnasio barato,1,0.7521986559750691
7228,en mi opinión ha mejorado bastante por que desde hace un tiempo dejaba mucho que desear todo sucio los baños oliendo mal los monitores sin comentarios ya simplemente a mi opinión estaban allí por puro postureo hoy día se va notando el cambio todavía falta mucho por mejorar pero en la limpieza e instalaciones se va notando la mejor monitora a día de hoy para mi es karina y lo digo con mayúsculas es excelente y además se preocupa por todo y de todos de los demás siento mucho no poder decir lo mismo,1,0.7436827362523957
1652,buen gimnasio pero tiene demasiada gente hay que esperar para usar todas las máquinas llegando a tener que cambiar series incluso con tres personas a la vez,1,0.7400774438538569
9693,no puedo dejar de ir cada día!!! me encantan las instalaciones y los monitores vamos pagaría más cuota mensual feliz,1,0.7377335988796565
10080,fui a madrid desde barcelona a trabajar y por casualidad tope con este gym las mejores instalaciones en las que e estado! almenas en el ámbito de culturismo fitnes no le falta de nada en maquinas y muchas repetidas para no tener que esperar si fuera el caso de estar ocupaba amplio nada masificado era jueves de 17 a 19 horas empleados amables recepciones por todos los lados asta en la puerta de los vestuario comedor con microondas peluquería tienda de suplementos con marcas de primera tienda de tatuajes quiropráctico de todo! gym disgno de ver!! ojalá tuviera uno así en barna,1,0.7195247549420347
10405,es lo mejor del barrio si que llevan un montón en reformas pero bueno gente maja y lo siguiente son todos los chicos ahí! … los que se quejan pues que busquen otro igual… ah! ¿que no hay? pues un poco de empatía,1,0.7169277226356545
8716,las instalaciones están bien en general sala de máquinas muy mejorable o al menos para estar a la altura con el resto de go fit podria decir muchas cosas pero las principalmente veo que faltan máquinas básicas sentadillas hack entre otras y mancuernas hasta 44kg etc por lo demás no tengo queja simplemente pienso que todos los gofit deberían tener más o menos el mismo equipamiento,1,0.7142119780503104
12801,he probado todos los que hay por el barrio y la verdad es que no lo cambio por ninguno,1,0.6972247218181025
7547,un mes ya con ellos personal monitor la mayoría muy educados a excepción de un par de chicos que son extremadamente prepotentes y cero disposición de atc instalaciones a mi gusto muy buenas y gran variedad de equipos que en funcionan casi todos personal entrenadores tuve una evaluación con esteban y es un chico profesional y se nota que está capacitado hidratación algo básico y de salubridad no lo tienen ocupan una marca de venta aforo uff tema controvertido casi siempre lleno el tema de horas pico sobrepasa el límite de lo normal y aunque indiquen que el aforo nunca se sobre pasa casi siempre debes hacer fila por alguna máquina guiada o de fuerza clase de reserva excelentes me parece de lo más bueno del gym que ofrezcan esta opciones limpieza en general muy limpio baños muy limpios en general algunas veces hay malos olores pero es algo que se escapa de la manos del gym pues se nota que es por la higiene o descuido de algunos socios duchas una tortura estar pulsando cada segundo para que salga agua y no hay regulador para agua fría y caliente sale a temperatura casi fría en pleno invierno sugerencia quizás si los dueños realizarán algún tipo de gestión y supervisión funcionaria de forma óptima tomando en cuenta la opinión de los socios no obstante me parece un gran lugar para entrenar,1,0.6968702633597971
11848,bien vale bastante la pena cuando coges la promoción de matrícula gratuita en horario semana entre las 18 y las 22 es bastante difícil entrenar por la cantidad de gente ante esto poco se puede hacer me gusta que tienen espacio para aparcar patinete eléctrico dentro del gimnasio por mejorar algo se podría colocar un saco de boxeo o dos en alguna de las salas que tienen son bastante espaciosas y en muchos momentos del día están completamente vacías la azotea y el salón de estiramiento de arriba están también completamente desaprovechados,1,0.6750701729029902
12585,muy bueno muy limpio siempre hay máquinas disponible de los mejores gimnasio que conozco muchos lo único malo es la música e las mañanas no se quién es un amante al reguetón profundo que no motiva a nada por favor la gente se queja que con esa música no se puede entrenar en otros gimnasio la música es de entreno no de beber llorando por qué la dejaron por otra de resto el personal es encantador total gracias,1,0.6734648524122209
13538,muy buen gimnasio que conserva la esencia de gimnasio de barrio con las ventajas de una gran franquicia como por ejemplo poder ir a otros centros de vez en cuando la música casi siempre está muy bien y de pronto caen temazos de los 70 80 o 90 que se agradecen y mucho obviamente con canciones actuales lo mejor y de lejos es la atención permanente de yamira que es la única que se acerca de manera espontánea y proactiva a corregirte posturas o afinar la ejecución de las rutinas ¡así da gusto esa actitud tan amable y simpática desde tan temprano por la mañana! creo que no exagero si afirmo que más de la mitad estamos seguimos en este centro por su atención su simpatía y su disposición para ayudar respecto a los clientes no vendría mal una megafonía extra recordándoles a algunos de ellos que en cuanto terminen de usar una máquina la liberen y no se queden ahí mirando su whatsapp salvo esos casos puntuales en general en el turno de mañana los clientes son muy respetuosos,1,0.6623879869657561
7092,desde las 7 de la mañana hasta las 12 ¿cuál es la mejor hora para ir en cuanto a gente en el local?,1,0.6623879869657561
11146,fui a probar con el pase de día buenas instalaciones divididas en varios niveles no hay una aglomeración exagerada de gente y tienen bastante maquinaria estuve cómoda y pude entrenar bien me queda algo retirado de casa si no me inscribiría,1,0.6581361265571791
1176,primero lo bueno la ubicación es inmejorable en pleno corazón del barrio de salamanca de madrid es un gimnasio grande y con muchos metros y se nota tiene zonas amplias dedicadas a máquinas pesas clases grupales un buen spa sauna con luz natural baño turco y pileta de agua fría es conocido por su zona de escalada que abarca varios pisos de altura la zona de vestuario masculino que es el que conozco es buena lo no tan bueno se ha masificado demasiado en teoría sí pero en la práctica los gimnasios nunca restringen el número de clientes algo a lo que yo le daba mucha importancia que era acceso ilimitado a toallas tanto en el gimnasio como en el vestuario ha desaparecido podrá parecer un tema menor pero es un lujo extraordinario y la diferencia entre tenerlo y no tenerlo es muy grande el gimnasio es grande en su conjunto pero en mi opinión hay demasiados pisos evidentemente no tienen la culpa pero se hace un poquito incómodo el hecho de que sea así el servicio de mantenimiento es a veces lento o inexistente lo cual lleva a situaciones en las que las cosas no se reparan como deberían o se reparan mal es evidente de que de los gimnasios que hay dentro de la zona urbana de madrid es el mejor y demás nivel aunque el tiempo dirá si los nuevos dueños lo reducen más de lo aconsejable en aras de tener más clientes,1,0.6581361265571791
7622,solo he venido durante una semana por navidades de 6 9 am a la sala de musculacion y 100 recomendado muchisima variedad de maquinas y racks para hacer practicamente lo que quieras es cierto que va bastante gente pero aun asi hay muchisimos racks para no tener que turnarse,1,0.6402910087120613
3763,he tenido un contratiempo y me facilitó congelar el pago de este mes en vez de darme de baja muchas gracias,1,0.6402910087120613
10461,desde que entras por la puerta y te saluda encarna hasta que te vas encontrando con el resto del equipo maría y los compañeros de fitness con su energía en las clases y su sonrisa en la sala hasta llegar a la piscina con virginia y todo el equipo de agua la calidad humana que hay detrás del uniforme a veces no se ve como cliente pero vale oro y en este club hay unos cuantos lingotes abrazo fuerte!!,1,0.6201155701155701
460,gimnasia basico pesas cintas y bicicletas para cardio maquinas para los distintos grupos musculares y poco mas si sabes lo que quieres hacer y no necesitas profesor en el gimnasio es perfecto por 15 euros tienes un gimnasio con todo lo necesario ai solo vas a hacer ejercicio y no te importan que haya sauna piscina y esas cosas,1,0.6122208332734649
7577,leo las reseñas de este club y la mayoría se basan en experiencias mal gestionadas por cada uno si valoramos la instalación y las personas que trabajan en ella la puntuación es la máxima posible tiene todo lo necesario para poder entrenar y lo más importante las personas que trabajan allí son maravillosas recomendable al 100,1,0.608986496591775
9169,un buen gimnasio un poco masificado y no demasiado nuevo,1,0.5709927630980263
2061,buenas instalaciones el único detalle es que la gente no termina de entender que deben descargar máquina y colocar pesas y mancuernas en sus respectivos lugares …,1,0.562659429764693
3105,lucia me atendió de maravilla muy buena persona tuvo paciencia para explicarme todo mientras y se las arregló para que el trabajo saliera adelante mientras las demás personas le pedían ayuda no estaría demás un poco de ayuda a la entrada y revisar que no se caiga tanto el internet el estrés es lo peor,1,0.5614074960127592
11170,buen gimnasio aunque el control de la higiene en el uso de toalla en las máquinas deja que desear,1,0.5518957115009746
