run_id,constraint_met,F1_neg,F1_pos,Recall_neg,Recall_pos,Precision_neg,Precision_pos,Macro_F1,PR_AUC_neg,threshold,penalty,C,class_weight,ngram_range,min_df,max_df,sublinear_tf,stopwords_enabled,n_features,coef_sparsity,runtime_seconds,Brier_Score,ECE,confusion_matrix
run.2026-01-10_094,True,0.879276,0.961881,0.912317,0.951005,0.848544,0.973008,0.920578,0.935676,0.417747,l2,1.000000,,"(1, 2)",2,1.000000,True,True,28089,1.948806,9.218793,0.044084,0.015665,"[[437, 42], [78, 1514]]"
run.2026-01-10_006,True,0.878942,0.962330,0.901879,0.954774,0.857143,0.970006,0.920636,0.934358,0.407832,l2,1.000000,,"(1, 1)",2,0.900000,True,True,8331,1.205137,7.558591,0.043784,0.014754,"[[432, 47], [72, 1520]]"
run.2026-01-10_014,True,0.878942,0.962330,0.901879,0.954774,0.857143,0.970006,0.920636,0.934358,0.407832,l2,1.000000,,"(1, 1)",2,0.950000,True,True,8331,1.205137,7.514238,0.043784,0.014754,"[[432, 47], [72, 1520]]"
run.2026-01-10_022,True,0.878942,0.962330,0.901879,0.954774,0.857143,0.970006,0.920636,0.934358,0.407832,l2,1.000000,,"(1, 1)",2,1.000000,True,True,8331,1.205137,7.773320,0.043784,0.014754,"[[432, 47], [72, 1520]]"
run.2026-01-10_054,True,0.878942,0.962330,0.901879,0.954774,0.857143,0.970006,0.920636,0.930904,0.353323,l2,1.000000,,"(1, 1)",10,0.900000,True,True,2420,0.000000,2.022010,0.043526,0.011262,"[[432, 47], [72, 1520]]"
run.2026-01-10_062,True,0.878942,0.962330,0.901879,0.954774,0.857143,0.970006,0.920636,0.930904,0.353323,l2,1.000000,,"(1, 1)",10,0.950000,True,True,2420,0.000000,2.078507,0.043526,0.011262,"[[432, 47], [72, 1520]]"
run.2026-01-10_070,True,0.878942,0.962330,0.901879,0.954774,0.857143,0.970006,0.920636,0.930904,0.353323,l2,1.000000,,"(1, 1)",10,1.000000,True,True,2420,0.000000,1.669891,0.043526,0.011262,"[[432, 47], [72, 1520]]"
run.2026-01-10_170,True,0.878296,0.961977,0.903967,0.953518,0.854043,0.970588,0.920137,0.934341,0.350601,l2,1.000000,,"(1, 3)",5,0.900000,True,False,17491,0.006861,12.953045,0.043884,0.009830,"[[433, 46], [74, 1518]]"
run.2026-01-10_178,True,0.878296,0.961977,0.903967,0.953518,0.854043,0.970588,0.920137,0.934341,0.350601,l2,1.000000,,"(1, 3)",5,0.950000,True,False,17491,0.006861,11.149710,0.043884,0.009830,"[[433, 46], [74, 1518]]"
run.2026-01-10_186,True,0.878296,0.961977,0.903967,0.953518,0.854043,0.970588,0.920137,0.934341,0.350601,l2,1.000000,,"(1, 3)",5,1.000000,True,False,17491,0.006861,11.123089,0.043884,0.009830,"[[433, 46], [74, 1518]]"
run.2026-01-10_150,True,0.875883,0.960965,0.906054,0.951005,0.847656,0.971135,0.918424,0.934479,0.437286,l2,1.000000,,"(1, 3)",2,0.900000,True,True,34331,2.092569,10.389527,0.044505,0.019482,"[[434, 45], [78, 1514]]"
run.2026-01-10_158,True,0.875883,0.960965,0.906054,0.951005,0.847656,0.971135,0.918424,0.934479,0.437286,l2,1.000000,,"(1, 3)",2,0.950000,True,True,34331,2.092569,10.633090,0.044505,0.019482,"[[434, 45], [78, 1514]]"
run.2026-01-10_166,True,0.875883,0.960965,0.906054,0.951005,0.847656,0.971135,0.918424,0.934479,0.437286,l2,1.000000,,"(1, 3)",2,1.000000,True,True,34331,2.092569,12.153854,0.044505,0.019482,"[[434, 45], [78, 1514]]"
run.2026-01-10_074,True,0.873865,0.960330,0.903967,0.950377,0.845703,0.970494,0.917097,0.929205,0.380176,l2,1.000000,,"(1, 2)",2,0.900000,True,False,38624,1.690141,9.866688,0.045693,0.012689,"[[433, 46], [79, 1513]]"
run.2026-01-10_082,True,0.873865,0.960330,0.903967,0.950377,0.845703,0.970494,0.917097,0.929205,0.380176,l2,1.000000,,"(1, 2)",2,0.950000,True,False,38624,1.690141,10.276764,0.045693,0.012689,"[[433, 46], [79, 1513]]"
run.2026-01-10_090,True,0.873865,0.960330,0.903967,0.950377,0.845703,0.970494,0.917097,0.929205,0.380176,l2,1.000000,,"(1, 2)",2,1.000000,True,False,38624,1.690141,10.197596,0.045693,0.012689,"[[433, 46], [79, 1513]]"
run.2026-01-10_197,True,0.870518,0.958572,0.912317,0.944724,0.832381,0.972833,0.914545,0.923356,0.341252,l2,0.300000,,"(1, 3)",10,0.900000,True,True,3946,0.000000,9.234575,0.047580,0.010700,"[[437, 42], [88, 1504]]"
run.2026-01-10_205,True,0.870518,0.958572,0.912317,0.944724,0.832381,0.972833,0.914545,0.923356,0.341252,l2,0.300000,,"(1, 3)",10,0.950000,True,True,3946,0.000000,8.887142,0.047580,0.010700,"[[437, 42], [88, 1504]]"
run.2026-01-10_213,True,0.870518,0.958572,0.912317,0.944724,0.832381,0.972833,0.914545,0.923356,0.341252,l2,0.300000,,"(1, 3)",10,1.000000,True,True,3946,0.000000,9.703663,0.047580,0.010700,"[[437, 42], [88, 1504]]"
run.2026-01-10_125,True,0.868526,0.957935,0.910230,0.944095,0.830476,0.972186,0.913230,0.923026,0.348736,l2,0.300000,,"(1, 2)",10,0.900000,True,True,3757,0.000000,8.395179,0.047599,0.011139,"[[436, 43], [89, 1503]]"
run.2026-01-10_133,True,0.868526,0.957935,0.910230,0.944095,0.830476,0.972186,0.913230,0.923026,0.348736,l2,0.300000,,"(1, 2)",10,0.950000,True,True,3757,0.000000,10.203123,0.047599,0.011139,"[[436, 43], [89, 1503]]"
run.2026-01-10_141,True,0.868526,0.957935,0.910230,0.944095,0.830476,0.972186,0.913230,0.923026,0.348736,l2,0.300000,,"(1, 2)",10,1.000000,True,True,3757,0.000000,8.305950,0.047599,0.011139,"[[436, 43], [89, 1503]]"
run.2026-01-10_053,True,0.868526,0.957935,0.910230,0.944095,0.830476,0.972186,0.913230,0.921727,0.349390,l2,0.300000,,"(1, 1)",10,0.900000,True,True,2420,0.000000,1.893807,0.048720,0.012068,"[[436, 43], [89, 1503]]"
run.2026-01-10_061,True,0.868526,0.957935,0.910230,0.944095,0.830476,0.972186,0.913230,0.921727,0.349390,l2,0.300000,,"(1, 1)",10,0.950000,True,True,2420,0.000000,1.979363,0.048720,0.012068,"[[436, 43], [89, 1503]]"
run.2026-01-10_069,True,0.868526,0.957935,0.910230,0.944095,0.830476,0.972186,0.913230,0.921727,0.349390,l2,0.300000,,"(1, 1)",10,1.000000,True,True,2420,0.000000,1.883402,0.048720,0.012068,"[[436, 43], [89, 1503]]"
run.2026-01-10_029,True,0.868342,0.958373,0.901879,0.947236,0.837209,0.969775,0.913357,0.920476,0.421983,l2,0.300000,,"(1, 1)",5,0.900000,True,True,4066,0.004919,7.623368,0.048517,0.011991,"[[432, 47], [84, 1508]]"
run.2026-01-10_037,True,0.868342,0.958373,0.901879,0.947236,0.837209,0.969775,0.913357,0.920476,0.421983,l2,0.300000,,"(1, 1)",5,0.950000,True,True,4066,0.004919,7.290571,0.048517,0.011991,"[[432, 47], [84, 1508]]"
run.2026-01-10_045,True,0.868342,0.958373,0.901879,0.947236,0.837209,0.969775,0.913357,0.920476,0.421983,l2,0.300000,,"(1, 1)",5,1.000000,True,True,4066,0.004919,7.324025,0.048517,0.011991,"[[432, 47], [84, 1508]]"
run.2026-01-10_101,True,0.868263,0.957962,0.908142,0.944724,0.831740,0.971576,0.913113,0.928625,0.401942,l2,0.300000,,"(1, 2)",5,0.900000,True,True,7959,0.012564,8.535317,0.046997,0.011895,"[[435, 44], [88, 1504]]"
run.2026-01-10_109,True,0.868263,0.957962,0.908142,0.944724,0.831740,0.971576,0.913113,0.928625,0.401942,l2,0.300000,,"(1, 2)",5,0.950000,True,True,7959,0.012564,8.380790,0.046997,0.011895,"[[435, 44], [88, 1504]]"
run.2026-01-10_117,True,0.868263,0.957962,0.908142,0.944724,0.831740,0.971576,0.913113,0.928625,0.401942,l2,0.300000,,"(1, 2)",5,1.000000,True,True,7959,0.012564,8.491595,0.046997,0.011895,"[[435, 44], [88, 1504]]"
run.2026-01-10_173,True,0.867735,0.958015,0.903967,0.945980,0.834297,0.970361,0.912875,0.927638,0.419971,l2,0.300000,,"(1, 3)",5,0.900000,True,True,8639,0.011575,11.080411,0.047500,0.012384,"[[433, 46], [86, 1506]]"
run.2026-01-10_181,True,0.867735,0.958015,0.903967,0.945980,0.834297,0.970361,0.912875,0.927638,0.419971,l2,0.300000,,"(1, 3)",5,0.950000,True,True,8639,0.011575,8.987402,0.047500,0.012384,"[[433, 46], [86, 1506]]"
run.2026-01-10_189,True,0.867735,0.958015,0.903967,0.945980,0.834297,0.970361,0.912875,0.927638,0.419971,l2,0.300000,,"(1, 3)",5,1.000000,True,True,8639,0.011575,9.261827,0.047500,0.012384,"[[433, 46], [86, 1506]]"
run.2026-01-10_146,True,0.867704,0.956326,0.931106,0.935302,0.812386,0.978318,0.912015,0.926326,0.244387,l2,1.000000,,"(1, 3)",2,0.900000,True,False,63592,1.970059,12.825733,0.047358,0.018018,"[[446, 33], [103, 1489]]"
run.2026-01-10_154,True,0.867704,0.956326,0.931106,0.935302,0.812386,0.978318,0.912015,0.926326,0.244387,l2,1.000000,,"(1, 3)",2,0.950000,True,False,63592,1.970059,12.743971,0.047358,0.018018,"[[446, 33], [103, 1489]]"
run.2026-01-10_162,True,0.867704,0.956326,0.931106,0.935302,0.812386,0.978318,0.912015,0.926326,0.244387,l2,1.000000,,"(1, 3)",2,1.000000,True,False,63592,1.970059,13.065144,0.047358,0.018018,"[[446, 33], [103, 1489]]"
run.2026-01-10_005,True,0.866000,0.957352,0.903967,0.944724,0.831094,0.970323,0.911676,0.919934,0.402901,l2,0.300000,,"(1, 1)",2,0.900000,True,True,8331,1.205137,7.161959,0.049470,0.014807,"[[433, 46], [88, 1504]]"
run.2026-01-10_013,True,0.866000,0.957352,0.903967,0.944724,0.831094,0.970323,0.911676,0.919934,0.402901,l2,0.300000,,"(1, 1)",2,0.950000,True,True,8331,1.205137,7.444140,0.049470,0.014807,"[[433, 46], [88, 1504]]"
run.2026-01-10_021,True,0.866000,0.957352,0.903967,0.944724,0.831094,0.970323,0.911676,0.919934,0.402901,l2,0.300000,,"(1, 1)",2,1.000000,True,True,8331,1.205137,7.659650,0.049470,0.014807,"[[433, 46], [88, 1504]]"
run.2026-01-10_077,True,0.862275,0.956051,0.901879,0.942839,0.826004,0.969638,0.909163,0.924849,0.415260,l2,0.300000,,"(1, 2)",2,0.900000,True,True,28089,1.948806,8.627268,0.049469,0.019136,"[[432, 47], [91, 1501]]"
run.2026-01-10_085,True,0.862275,0.956051,0.901879,0.942839,0.826004,0.969638,0.909163,0.924849,0.415260,l2,0.300000,,"(1, 2)",2,0.950000,True,True,28089,1.948806,8.804921,0.049469,0.019136,"[[432, 47], [91, 1501]]"
run.2026-01-10_093,True,0.862275,0.956051,0.901879,0.942839,0.826004,0.969638,0.909163,0.924849,0.415260,l2,0.300000,,"(1, 2)",2,1.000000,True,True,28089,1.948806,8.664949,0.049469,0.019136,"[[432, 47], [91, 1501]]"
run.2026-01-10_121,True,0.859406,0.954662,0.906054,0.939070,0.817326,0.970779,0.907034,0.915850,0.310210,l2,0.300000,,"(1, 2)",10,0.900000,True,False,6312,0.000000,9.138779,0.049940,0.010956,"[[434, 45], [97, 1495]]"
run.2026-01-10_129,True,0.859406,0.954662,0.906054,0.939070,0.817326,0.970779,0.907034,0.915850,0.310210,l2,0.300000,,"(1, 2)",10,0.950000,True,False,6312,0.000000,8.723691,0.049940,0.010956,"[[434, 45], [97, 1495]]"
run.2026-01-10_137,True,0.859406,0.954662,0.906054,0.939070,0.817326,0.970779,0.907034,0.915850,0.310210,l2,0.300000,,"(1, 2)",10,1.000000,True,False,6312,0.000000,8.762541,0.049940,0.010956,"[[434, 45], [97, 1495]]"
run.2026-01-10_193,True,0.859390,0.954240,0.912317,0.936558,0.812268,0.972603,0.906815,0.916572,0.282889,l2,0.300000,,"(1, 3)",10,0.900000,True,False,7765,0.000000,10.348111,0.050102,0.011892,"[[437, 42], [101, 1491]]"
run.2026-01-10_201,True,0.859390,0.954240,0.912317,0.936558,0.812268,0.972603,0.906815,0.916572,0.282889,l2,0.300000,,"(1, 3)",10,0.950000,True,False,7765,0.000000,10.373994,0.050102,0.011892,"[[437, 42], [101, 1491]]"
run.2026-01-10_209,True,0.859390,0.954240,0.912317,0.936558,0.812268,0.972603,0.906815,0.916572,0.282889,l2,0.300000,,"(1, 3)",10,1.000000,True,False,7765,0.000000,10.651914,0.050102,0.011892,"[[437, 42], [101, 1491]]"
run.2026-01-10_049,True,0.859375,0.953817,0.918580,0.934045,0.807339,0.974443,0.906596,0.919367,0.270493,l2,0.300000,,"(1, 1)",10,0.900000,True,False,2466,0.000000,7.566068,0.049535,0.009214,"[[440, 39], [105, 1487]]"
run.2026-01-10_057,True,0.859375,0.953817,0.918580,0.934045,0.807339,0.974443,0.906596,0.919367,0.270493,l2,0.300000,,"(1, 1)",10,0.950000,True,False,2466,0.000000,7.452700,0.049535,0.009214,"[[440, 39], [105, 1487]]"
run.2026-01-10_065,True,0.859375,0.953817,0.918580,0.934045,0.807339,0.974443,0.906596,0.919367,0.270493,l2,0.300000,,"(1, 1)",10,1.000000,True,False,2466,0.000000,7.656853,0.049535,0.009214,"[[440, 39], [105, 1487]]"
run.2026-01-10_025,True,0.859127,0.954690,0.903967,0.939698,0.818526,0.970169,0.906909,0.915803,0.318405,l2,0.300000,,"(1, 1)",5,0.900000,True,False,4112,0.004864,7.460867,0.049672,0.011166,"[[433, 46], [96, 1496]]"
run.2026-01-10_033,True,0.859127,0.954690,0.903967,0.939698,0.818526,0.970169,0.906909,0.915803,0.318405,l2,0.300000,,"(1, 1)",5,0.950000,True,False,4112,0.004864,7.472906,0.049672,0.011166,"[[433, 46], [96, 1496]]"
run.2026-01-10_041,True,0.859127,0.954690,0.903967,0.939698,0.818526,0.970169,0.906909,0.915803,0.318405,l2,0.300000,,"(1, 1)",5,1.000000,True,False,4112,0.004864,7.538275,0.049672,0.011166,"[[433, 46], [96, 1496]]"
run.2026-01-10_149,True,0.858556,0.954328,0.906054,0.938442,0.815789,0.970760,0.906442,0.923160,0.382793,l2,0.300000,,"(1, 3)",2,0.900000,True,True,34331,2.092569,9.799622,0.050005,0.019136,"[[434, 45], [98, 1494]]"
run.2026-01-10_157,True,0.858556,0.954328,0.906054,0.938442,0.815789,0.970760,0.906442,0.923160,0.382793,l2,0.300000,,"(1, 3)",2,0.950000,True,True,34331,2.092569,9.998884,0.050005,0.019136,"[[434, 45], [98, 1494]]"
run.2026-01-10_165,True,0.858556,0.954328,0.906054,0.938442,0.815789,0.970760,0.906442,0.923160,0.382793,l2,0.300000,,"(1, 3)",2,1.000000,True,True,34331,2.092569,11.495135,0.050005,0.019136,"[[434, 45], [98, 1494]]"
run.2026-01-10_097,True,0.857704,0.953570,0.912317,0.935302,0.809259,0.972567,0.905637,0.916822,0.307958,l2,0.300000,,"(1, 2)",5,0.900000,True,False,12975,0.007707,9.637308,0.050283,0.011011,"[[437, 42], [103, 1489]]"
run.2026-01-10_105,True,0.857704,0.953570,0.912317,0.935302,0.809259,0.972567,0.905637,0.916822,0.307958,l2,0.300000,,"(1, 2)",5,0.950000,True,False,12975,0.007707,8.535863,0.050283,0.011011,"[[437, 42], [103, 1489]]"
run.2026-01-10_113,True,0.857704,0.953570,0.912317,0.935302,0.809259,0.972567,0.905637,0.916822,0.307958,l2,0.300000,,"(1, 2)",5,1.000000,True,False,12975,0.007707,9.208481,0.050283,0.011011,"[[437, 42], [103, 1489]]"
run.2026-01-10_169,True,0.854634,0.952198,0.914405,0.932161,0.802198,0.973115,0.903416,0.916237,0.279730,l2,0.300000,,"(1, 3)",5,0.900000,True,False,17491,0.006861,10.719078,0.050957,0.010913,"[[438, 41], [108, 1484]]"
run.2026-01-10_177,True,0.854634,0.952198,0.914405,0.932161,0.802198,0.973115,0.903416,0.916237,0.279730,l2,0.300000,,"(1, 3)",5,0.950000,True,False,17491,0.006861,10.748983,0.050957,0.010913,"[[438, 41], [108, 1484]]"
run.2026-01-10_185,True,0.854634,0.952198,0.914405,0.932161,0.802198,0.973115,0.903416,0.916237,0.279730,l2,0.300000,,"(1, 3)",5,1.000000,True,False,17491,0.006861,10.637501,0.050957,0.010913,"[[438, 41], [108, 1484]]"
run.2026-01-10_001,True,0.849609,0.950609,0.908142,0.930905,0.798165,0.971166,0.900109,0.915923,0.294348,l2,0.300000,,"(1, 1)",2,0.900000,True,False,8377,1.198520,13.773573,0.050727,0.011296,"[[435, 44], [110, 1482]]"
run.2026-01-10_009,True,0.849609,0.950609,0.908142,0.930905,0.798165,0.971166,0.900109,0.915923,0.294348,l2,0.300000,,"(1, 1)",2,0.950000,True,False,8377,1.198520,7.929942,0.050727,0.011296,"[[435, 44], [110, 1482]]"
run.2026-01-10_017,True,0.849609,0.950609,0.908142,0.930905,0.798165,0.971166,0.900109,0.915923,0.294348,l2,0.300000,,"(1, 1)",2,1.000000,True,False,8377,1.198520,7.644999,0.050727,0.011296,"[[435, 44], [110, 1482]]"
run.2026-01-10_073,True,0.847358,0.950000,0.903967,0.930905,0.797422,0.969895,0.898679,0.911929,0.301820,l2,0.300000,,"(1, 2)",2,0.900000,True,False,38624,1.690141,10.229778,0.052205,0.018659,"[[433, 46], [110, 1482]]"
run.2026-01-10_081,True,0.847358,0.950000,0.903967,0.930905,0.797422,0.969895,0.898679,0.911929,0.301820,l2,0.300000,,"(1, 2)",2,0.950000,True,False,38624,1.690141,9.879399,0.052205,0.018659,"[[433, 46], [110, 1482]]"
run.2026-01-10_089,True,0.847358,0.950000,0.903967,0.930905,0.797422,0.969895,0.898679,0.911929,0.301820,l2,0.300000,,"(1, 2)",2,1.000000,True,False,38624,1.690141,9.691511,0.052205,0.018659,"[[433, 46], [110, 1482]]"
run.2026-01-10_145,True,0.841594,0.947639,0.903967,0.926508,0.787273,0.969757,0.894616,0.907532,0.333436,l2,0.300000,,"(1, 3)",2,0.900000,True,False,63592,1.970059,11.366321,0.054485,0.021357,"[[433, 46], [117, 1475]]"
run.2026-01-10_153,True,0.841594,0.947639,0.903967,0.926508,0.787273,0.969757,0.894616,0.907532,0.333436,l2,0.300000,,"(1, 3)",2,0.950000,True,False,63592,1.970059,11.205178,0.054485,0.021357,"[[433, 46], [117, 1475]]"
run.2026-01-10_161,True,0.841594,0.947639,0.903967,0.926508,0.787273,0.969757,0.894616,0.907532,0.333436,l2,0.300000,,"(1, 3)",2,1.000000,True,False,63592,1.970059,11.774157,0.054485,0.021357,"[[433, 46], [117, 1475]]"
